query (Name + Affiliation)	Author	Documents	h.index	Affiliation	City	Country.Territory
Stavem, K#National Hospital Norway	Stavem, Knut	218	39	Universitetet i Oslo	Oslo	Norway
Szold, O#Tel Aviv Sourasky Medical Center	Szold, Oded	38	19	Tel Aviv Sourasky Medical Center	Tel Aviv-Yafo	Israel
Trujillo, M H#	PÃ©rez-Trujillo, Francisco Javier	208	33	Universidad Complutense de Madrid	Madrid	Spain
Tsutsumi, Y#Hokkaido University	Tsutsumi, Yutaka	338	35	Hakodate Municipal Hospital	Hakodate	Japan
Valdes-Martinez, A#Louisiana State University School of Veterinary Medicine	ValdÃ©s-MartÃ­nez, Alejandro	25	12	Inc	Denver	United States
Wainsztein, N#	Wainsztein, NÃ©stor AdriÃ¡n	30	9	Fundacion Para La Lucha Contra Las Enfermedades Neurologicas de La Infancia	Buenos Aires	Argentina
Bodolay, E#University of Debrecen	Bodolay, Edit	89	24	ÃltalÃ¡nos OrvostudomÃ¡nyi Kar	Debrecen	Hungary
Groeneveld, A B J#Vrije Universiteit Amsterdam	Groeneveld, Arie Bastiaan Johan	387	62	Erasmus MC	Rotterdam	Netherlands
Vougiouklakis, T#University of Ioannina	Vougiouklakis, Theodore	76	24	Faculty of Medicine	Ioannina	Greece
Yang, G Z#Zhejiang University	Yang, Zhugen	96	34	Cranfield University	Cranfield	United Kingdom
Yogamoorthi, A#Pondicherry University	Yogamoorthi, A.	17	3	Pondicherry University	Puducherry	India
Yoshida, S#Saitama Medical University	Yoshida, Sho	410	39	National Hospital Organization Chiba-East National Hospital	Chiba	Japan
Ziakas, A#Ahepa University Hospital	Ziakas, Antonios G.	170	25	School of Medicine	Thessaloniki	Greece
Prescott, J F#University of Guelph	Prescott, John F.	287	55	University of Guelph	Guelph	Canada
Evans, T W#Royal Brompton Hospital	Evans, Timothy W.	387	66	University of California, San Francisco	San Francisco	United States
Waters, D D#University of California San Francisco	Waters, David D.	487	85	David Geffen School of Medicine at UCLA	Los Angeles	United States
Steinberg, J S#Mount Sinai St. Luke's	Steinberg, Jonathan S.	241	63	University of Rochester Medical Center	Rochester	United States
McCurnin, D C#University of California San Francisco	NA	NA	NA	NA	NA	NA
Univ So Calif, 1540  Alcazar, C A 90033  U S A.#University of California Berkeley	NA	NA	NA	NA	NA	NA
Huang, C X#Wuhan University	Huang, Congxing	308	32	Hubei Key Laboratory of Cardiology	Wuhan	China
Krebs, J#University of Otago	Krebs, Jeremy D.	101	25	University of Otago	Dunedin	New Zealand
Benisty, J I#Rush University	NA	NA	NA	NA	NA	NA
Brown, M D#University of Pennsylvania	Brown, Deborah M.	60	28	Trudeau Institute	Saranac Lake	United States
Byard, R W#Forensic Science SA	Byard, Roger W.	1055	52	The University of Adelaide	Adelaide	Australia
Chaouat, A#	Chaouat, Ari	205	49	CHU de Nancy	Nancy	France
Chen, H I#Tzu Chi University	Chen, Huey Ling	187	42	National Taiwan University College of Medicine	Taipei	Taiwan
Cohen, M S#Children's Hospital of Wisconsin	Cohen, Samuel M.R.E.	502	69	University of Nebraska Medical Center	Omaha	United States
Dolara, A#	Dolara, Alberto	134	20	Agenzia Regionale SanitÃ 	Florence	Italy
Fitzsimons, B#Cleveland Clinic Foundation	Fitzsimons, Brian	6	3	University Hospitals Case Medical Center	Cleveland	United States
Gagermeier, J#University of Pittsburgh	Gagermeier, James P.	11	10	Loyola University Medical Center	Maywood	United States
Gardiner, H M#Imperial College London	Gardiner, Helena M.	137	35	University of Texas Medical School at Houston	Houston	United States
Gasink, L B#University of Pennsylvania	Gasink, Leanne B.	36	20	Nabriva Therapeutics GmbH	Vienna	Austria
Fagan, K A#University of Colorado Anschutz Medical Campus	Fagan, Karen A.	68	40	University of South Alabama	Mobile	United States
Sharpe, P C#	Sharpe, Philip C.	38	25	The University of Queensland	Brisbane	Australia
Hermon, M#Ludwig Boltzmann Institute	NA	NA	NA	NA	NA	NA
Corris, P A#Newcastle University - UK	Corris, Paul A.	320	73	University of Newcastle upon Tyne, Faculty of Medical Sciences	Newcastle	United Kingdom
Tschernko, E M#University of Vienna	Tschernko, Edda M.	83	29	Medizinische UniversitÃ¤t Wien	Vienna	Austria
Imamura, M#University of Alabama Birmingham	NA	NA	NA	NA	NA	NA
Morrell, N W#Addenbrooke's Hospital	Morrell, Nicholas W.	377	84	Department of Medicine	Cambridge	United Kingdom
Joehl, R J#Loyola University Chicago	Joehl, Raymond J.	136	39	NorthShore University HealthSystem	Evanston	United States
Karaaslan, P#Baskent University	Karaaslan, Pelin	37	6	Ä°stanbul Medipol Ãniversitesi	Istanbul	Turkey
Kasper, M#Carl Gustav Carus University Hospital	Kasper, Michael	271	54	Medizinische FakultÃ¤t Carl Gustav Carus	Dresden	Germany
Gebb, S A#University of Colorado Anschutz Medical Campus	Gebb, Sarah Allen	44	30	University of South Alabama	Mobile	United States
Kawut, S M#Columbia University	Kawut, Steven Mark	214	47	Penn Medicine	Philadelphia	United States
Klinger, J R#Boston University	Klinger, James R.	153	40	The Warren Alpert Medical School	Providence	United States
Kaminski, K A#Medical University of Bialystok	KamiÅski, Karol Adam	210	25	Uniwersytet Medyczny w Bialymstoku	Bialystok	Poland
Marczin, N#Imperial College London	Marczin, NÃ¡ndor	137	31	Royal Brompton & Harefield NHS Foundation Trust	London	United Kingdom
Kradin, R#National Defense Medical College - Japan	NA	NA	NA	NA	NA	NA
Langleben, D#Universite de Montreal	Langleben, David	146	45	Sir Mortimer B. Davis Jewish General Hospital	Montreal	Canada
Lee, S D#Chungbuk National University	Lee, Sang-do	344	44	University of Ulsan College of Medicine	Seoul	South Korea
Miller, E J#Saga University	Miller, Edmund John	119	34	RDS2 Solutions	Stony Brook	United States
Littler, C M#Ernest Gallo Clinic & Research Center	NA	NA	NA	NA	NA	NA
Luecke, T#University of Insubria	NA	NA	NA	NA	NA	NA
Eddahibi, S#Hopital Marie Lannelongue	Eddahibi, Saadia	115	53	UniversitÃ© de Montpellier	Montpellier	France
Marrie, T J#University of Alberta	Marrie, Thomas James	477	87	Dalhousie University, Faculty of Medicine	Halifax	Canada
Erzurum, S C#Cleveland Clinic Foundation	Erzurum, Serpil C.	351	93	Cleveland Clinic Lerner College of Medicine of Case Western Reserve University	Cleveland	United States
Johnson, K J#University of Michigan	Johnson, Kent J.	232	69	University of Michigan, Ann Arbor	Ann Arbor	United States
Mellander, M#Queen Silvia Children's Hospital	Mellander, Mats	63	24	Drottning Silvias Barnsjukhus	Gothenburg	Sweden
Meyer, K#University of Bern	Meyer, Katharina	70	22	Kantonsspital Chur	Chur	Switzerland
Piazza, O#University of Naples Federico II	Piazza, Ornella	108	21	Dipartimento di Medicina, Chirurgia e Odontoiatria âScuola Medica Salernitana"	Baronissi	Italy
Ryu, J H#Mayo Clinic	Ryu, Jay H.	464	98	Mayo Clinic	Rochester	United States
Williams, D M#University of Michigan	Williams, David M.	275	56	Michigan Medicine	Ann Arbor	United States
Richard, C#Hopital Universitaire Hotel-Dieu - APHP	NA	NA	NA	NA	NA	NA
DiMaio, J M#University of Texas Southwestern Medical Center Dallas	DiMaio, John Michael	113	43	Scott and White	Temple	United States
Roulson, J#University of Manchester	Roulson, Jo An	18	12	St James's University Hospital	Leeds	United Kingdom
Sablotzki, A#Martin Luther University Halle Wittenberg	Sablotzki, Armin R.	145	32	Klinikum St. Georg Leipzig	Leipzig	Germany
Parker, R E#United Therapeutics Corporation	NA	NA	NA	NA	NA	NA
Drain, A J#Papworth Hospital	Drain, Andrew J.	17	9	Royal Papworth Hospital NHS Foundation Trust	Cambridge	United Kingdom
Shehata, B M#Children's Healthcare of Atlanta	Shehata, Bahig M.	163	31	Wayne State University School of Medicine	Detroit	United States
Ihida-Stansbury, K#University of South Alabama	NA	NA	NA	NA	NA	NA
Sullivan, A#National Jewish Health	O&amp;apos;Sullivan, Patricia S.	293	50	University of California, San Francisco	San Francisco	United States
Rychik, J#University of Pennsylvania	Rychik, Jack	300	68	University of Pennsylvania Perelman School of Medicine	Philadelphia	United States
Terman, A#Linkoping University	Terman, Alexei K.	62	40	Karolinska Universitetssjukhuset	Stockholm	Sweden
Tsironi, M#Laiko General Hospital	Tsironi, Maria P.	150	26	University of the Peloponnese	Tripolis	Greece
Zack, F#Eberhard Karls University Hospital	NA	NA	NA	NA	NA	NA
Yoganathan, A P#Childrens Hospital of Philadelphia	Yoganathan, Ajit Prithivaraj	733	74	Emory University	Atlanta	United States
Cayley, W E#University of Wisconsin System	NA	NA	NA	NA	NA	NA
Forni, M#University of Milan	Forni, Monica	133	25	Alma Mater Studiorum UniversitÃ  di Bologna	Bologna	Italy
Weir, E K#University of Alberta	Weir, Edward Kenneth	243	59	Division of Cardiovascular Medicine	NA	NA
Jaffe, A S#Mayo Clinic	Jaffe, Allan S.	797	122	Mayo Clinic	Rochester	United States
Chaouat, A#CHU Strasbourg	Chaouat, Ari	205	49	CHU de Nancy	Nancy	France
Konstantinov, I E#Hospital for Sick Children	Konstantinov, Igor E.	489	43	Royal Children's Hospital, Melbourne	Melbourne	Australia
Andreas, S#Mayo Clinic	NA	NA	NA	NA	NA	NA
Andréoletti, L#CHU de Reims	AndrÃ©oletti, Laurent	152	34	CHU de Reims	Reims	France
Baumgartner, H#University of Vienna	Baumgartner, Helmut R.	406	89	UniversitÃ¤tsklinikum MÃ¼nster	Munster	Germany
Burton, C M#Rigshospitalet	Burton, Christopher M.	22	17	Rigshospitalet	Copenhagen	Denmark
Chan, C C#Taipei Veterans General Hospital	Chan, Raymond C.K.	575	64	University of Chinese Academy of Sciences	Beijing	China
Colmenero, M#Hospital Universitario Virgen de las Nieves	Colmenero, Manuel	61	21	Hospital Universitario San Cecilio	Granada	Spain
Gewillig, M#Maastricht University Medical Centre	Gewillig, Marc H.	430	66	Departement Cardiovasculaire Wetenschappen	Leuven	Belgium
Taeusch, H W#University of California San Francisco	Taeusch, H. William	142	44	University of California, San Francisco	San Francisco	United States
Epstein, D#David Geffen School of Medicine at UCLA	NA	NA	NA	NA	NA	NA
Fojón, S#Complejo Hospitalario Universitario A Coruna	FojÃ³n-Polanco, Salvador	12	2	Complejo Hospitalario Universitario Juan Canalejo	Corunna	Spain
Gentili, M E#	Gentili, Marc Edouard	209	24	CHP Saint-GrÃ©goire	Saint-Gregoire	France
Geiser, M#University of Bern	Geiser, Marianne	88	32	University of Bern	Bern	Switzerland
Scano, G#IRCCS Fondazione Don Carlo Gnocchi Onlus	Scano, Giorgio L.	182	33	Azienda Ospedaliera Careggi	Florence	Italy
Haft, J W#University of Michigan	Haft, Jonathan William	163	34	University of Michigan, Ann Arbor	Ann Arbor	United States
Ho, A M H#Prince of Wales Hospital	Ho, Anthony M.H.	222	33	Queenâs University	Kingston	Canada
Houtveen, J H#Vrije Universiteit Amsterdam	NA	NA	NA	NA	NA	NA
Iversen, K#Rigshospitalet	Iversen, Kasper Karmark	286	34	Copenhagen University Hospital Herlev	Herlev	Denmark
Juraszek, A L#Boston Children's Hospital	Juraszek, Amy L.	35	19	Wolfson Children's Hospital	Jacksonville	United States
Kafi, S A#Vrije Universiteit Brussel	NA	NA	NA	NA	NA	NA
Kite, S#University of Leeds	Kite, Suzanne M.	31	12	Leeds Teaching Hospitals NHS Trust	Leeds	United Kingdom
Knoderer, C A#James Whitcomb Riley Hospital Children	Knoderer, Chad A.	41	14	Butler University	Indianapolis	United States
Lederer, W#Medical University of Innsbruck	Lederer, Wolfgang	103	18	Medizinische Universitat Innsbruck	Innsbruck	Austria
Lee, M L#Changhua Christian Hospital	Lee, Mengluen	95	13	Changhua Christian Hospital	Changhua	Taiwan
Semigran, M J#Massachusetts General Hospital	Semigran, Marc J.A.	169	60	MyoKardia	San Francisco	United States
Limsuwan, A#Mahidol University	Limsuwan, Arnuwat	31	4	Ramathibodi Hospital	Bangkok	Thailand
Lorenz, J M#Columbia University	Lorenz, John M.	86	31	Vagelos College of Physicians and Surgeons	New York	United States
Marty, A T#University of Virginia	NA	NA	NA	NA	NA	NA
McGiffin, D C#University of Alabama Birmingham	McGiffin, David C.	324	48	Monash University	Clayton	Australia
Kholwadwala, D#Steven & Alexandra Cohen Children's Medical Center of New York	Kholwadwala, Dipak H.	12	6	Hofstra University	Hempstead	United States
Neumann, P#University of Gottingen	Neumann, Piotr	87	32	GÃ¶ttinger Zentrum fÃ¼r Molekulare Biowissenschaften	Gottingen	Germany
Newman, J H#Vanderbilt University	Newman, John H.	217	56	Vanderbilt University Medical Center	Nashville	United States
Ng, M B H#National University of Singapore	Ng, Mark B.H.	1	1	National University Hospital, Singapore	Singapore City	Singapore
Ryu, J H#Mayo Clinic	Ryu, Jay H.	464	98	Mayo Clinic	Rochester	United States
Phua, G C#National Heart Centre Singapore	Phua, Gheechee	41	13	Singapore General Hospital	Singapore City	Singapore
Pierce, R J#University of Melbourne	Pierce, Robert J.P.	121	38	Institute for Breathing and Sleep	Heidelberg	Australia
Pinderski, L J#University of Alabama Birmingham	Pinderski, Laura J.	15	11	The University of Alabama at Birmingham	Birmingham	United States
Pinsky, M R#University of Pittsburgh	Pinsky, Michael R.	461	84	University of Pittsburgh School of Medicine	Pittsburgh	United States
Raghavendran, K#University of Rochester	NA	NA	NA	NA	NA	NA
Reuter, D A#University Medical Center Hamburg-Eppendorf	Reuter, Daniel Arnulf	197	37	UniversitÃ¤t Rostock Uniklinikum und Medizinische FakultÃ¤t	Rostock	Germany
Bell, D#Imperial College London	Bell, Jimmy David	321	76	University of Westminster	London	United Kingdom
Schober, K E#Ohio State University	Schober, Karsten E.	107	31	The Ohio State University	Columbus	United States
Selecky, P A#Medical College of Wisconsin	NA	NA	NA	NA	NA	NA
Shlobin, O A#Johns Hopkins Medicine	Shlobin, Oksana Anatolia	110	31	Inova Health System	Fairfax	United States
Skovgaard, N#Universidade Estadual Paulista	Skovgaard, Nini	35	20	Aarhus Universitet	Aarhus	Denmark
Tasker, R C#Addenbrooke's Hospital	Tasker, Robert Charles	406	48	Selwyn College	Cambridge	United Kingdom
Thammakumpee, K#Prince of Songkla University	Thammakumpee, Kreetha	7	5	Faculty of Medicine, Prince of Songkla University	Hatyai	Thailand
Vincent, R#University of Ottawa	Vincent, Robert A.	226	51	The University of Adelaide	Adelaide	Australia
Uçar, T#Ankara University	UÃ§ar, Tayfun	84	16	Ankara Ãniversitesi	Ankara	Turkey
Ulrich, S#University Zurich Hospital	Ulrich, Silvia	249	44	UniversitatsSpital Zurich	Zurich	Switzerland
Van Strijen, M J L#Leiden University - Excl LUMC	NA	NA	NA	NA	NA	NA
Tuder, R M#Johns Hopkins University	Tuder, Rubin M.	300	104	University of Colorado Denver	Denver	United States
Goldhaber, S Z#Brigham & Women's Hospital	Goldhaber, Samuel Zachary	663	116	Harvard Medical School	Boston	United States
Thabut, G#Hopital Universitaire Beaujon - APHP	Thabut, Gabriel	148	49	AstraZeneca	Cambridge	United Kingdom
Garot, J#Hopital Universitaire Hotel-Dieu - APHP	NA	NA	NA	NA	NA	NA
Lee, D S#Sungkyunkwan University	Lee, Dong-soo	616	75	Seoul National University Hospital	Seoul	South Korea
Cai, H R#Nanjing University	Cai, Hourong	143	27	Medical School of Nanjing University	Nanjing	China
Jayakumar, K A#Columbia University	Jayakumar, Kaimal Anitha	10	6	Joe DiMaggio Children's Hospital	Hollywood	United States
Pereira, N L#Medical University of South Carolina	Pereira, Naveen L.	182	43	Mayo Clinic	Rochester	United States
Katz, Y#Rappaport Faculty of Medicine	Katz, Yeshayahu (Shai)	89	25	Technion - Israel Institute of Technology	Haifa	Israel
Barr, M L#Newcastle University - UK	NA	NA	NA	NA	NA	NA
Benallal, H#CHU de St Etienne	Benallal, Habib	5	4	INERIS Institut National de l'Environnement Industriel et des Risques	Verneuil-en-Halatte	France
Benoît, E#Groupe Jolimont	NA	NA	NA	NA	NA	NA
Bougiouklis, P A#Aristotle University of Thessaloniki	Bougiouklis, Petros A.	9	5	School of Veterinary Medicine	Thessaloniki	Greece
Bourque, A#University of Prince Edward Island	Bourque, Andrea C.	15	9	University of Prince Edward Island Atlantic Veterinary College	Charlottetown	Canada
Christie, J D#Johns Hopkins University	NA	NA	NA	NA	NA	NA
Christie, J D#University of Colorado Anschutz Medical Campus	NA	NA	NA	NA	NA	NA
de Perrot, M#University Hospital Leuven	NA	NA	NA	NA	NA	NA
Dill, T#Kerckhoff Clinic	Dill, Thorsten	101	36	Sana	Hurth	Germany
Edwards, C N#University of the West Indies Open Campus	NA	NA	NA	NA	NA	NA
Gabrielli, A#University of Texas Southwestern Medical Center Dallas	Gabrielli, Andrea	107	35	University of Miami Leonard M. Miller School of Medicine	Miami	United States
Hayashi, T#Kobe University	Hayashi, Michitoshi	243	34	National Taiwan University	Taipei	Taiwan
High, K P#Pfizer	NA	NA	NA	NA	NA	NA
Holguin, F#Emory University	HolguÃ­n, Fernando C.	206	60	University of Colorado Anschutz Medical Campus	Aurora	United States
Hongo, M#Kanazawa Medical University	NA	NA	NA	NA	NA	NA
Jankovic, Z#Saint James's University Hospital	NA	NA	NA	NA	NA	NA
Kirilmaz, A#Istanbul Haydarpasa Numune Training & Research Hospital	Kirilmaz, Ata	69	13	Private Erdem Hospital, Istanbul	Istanbul	Turkey
Moore, P#University of California San Francisco	Moore, John P.	360	118	Cornell University	Ithaca	United States
Laurila, J J#University of Oulu	Laurila, Jouko J.	70	20	Oulu University Hospital	Oulu	Finland
Lavine, J E#Children's Hospital Los Angeles	Lavine, Joel Edward	171	70	Columbia University	New York	United States
Univ Oulu, Finland.#University of Oulu	NA	NA	NA	NA	NA	NA
Univ Giessen, Germany.#Martin Luther University Halle Wittenberg	NA	NA	NA	NA	NA	NA
Ohno-Machado, L#Massachusetts Institute of Technology	Ohno-Machado, Lucila	414	54	Yale School of Medicine	New Haven	United States
Onizuka, M#Aichi Cancer Center	Onizuka, Makoto	221	26	Tokai University School of Medicine	Isehara	Japan
Hijazi, Z M#University of Chicago	Hijazi, Ziyad M.	430	66	The University of Jordan	Amman	Jordan
Pooh, R K#	Pooh, Ritsuko Kimata	114	24	Ltd.	Osaka	Japan
Rygnestad, T#Norwegian University of Science & Technology	Rygnestad, Tarjei K.	61	13	Universitetssykehuset i Trondheim	Trondheim	Norway
Ryu, J H#Mayo Clinic	Ryu, Jay H.	464	98	Mayo Clinic	Rochester	United States
Mason, K P#Brigham & Women's Hospital	NA	NA	NA	NA	NA	NA
Sato, Y#University of Miyazaki	Sato, Yuichi	735	57	Fukushima Medical University	Fukushima	Japan
Schermuly, R T#Justus Liebig University Giessen	Schermuly, Ralph Theo	400	73	UniversitÃ¤t GieÃen Fachbereich Medizin	Giessen	Germany
Keshavjee, S#University of California Los Angeles	NA	NA	NA	NA	NA	NA
Shumway, N#Stanford University	Shumway, Norman E.	441	72	Falk Cardiovascular Research Center	Stanford	United States
