Mol ID	Molecule name	Molecule name.link	MW	AlogP	HDon	HAcc	OB (%)	Caco-2	BBB	DL	FASA-	HL
MOL010931	(4R)-3,5,5-trimethyl-4-[(E,3R)-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybut-1-enyl]cyclohex-2-en-1-one	https://tcmsp-e.com/molecule.php?qn=10931	370.49	0.32	4	7	12.71	-1.06	-1.62	0.34	0.30	
MOL010932	(4R)-4-[(E,3R)-3-hydroxybut-1-enyl]-3,5,5-trimethylcyclohex-2-en-1-one	https://tcmsp-e.com/molecule.php?qn=10932	208.33	2.06	1	2	37.72	0.53	0.15	0.07	0.32	7.81
MOL010933	ardisianoside K	https://tcmsp-e.com/molecule.php?qn=10933	1,075.39	-1.63	13	22	1.85	-4.25	-5.26	0.02	0.24	
MOL010934	ardisianoside K_qt	https://tcmsp-e.com/molecule.php?qn=10934	472.78	3.96	3	4	31.98	0.14	-0.66	0.63	0.20	4.20
MOL010935	ardisicrenoside A	https://tcmsp-e.com/molecule.php?qn=10935	1,077.41	-1.57	13	22	5.61	-3.77	-4.87	0.02	0.22	
MOL010936	ardisianoside F_qt	https://tcmsp-e.com/molecule.php?qn=10936	474.80	4.02	3	4	16.78	0.16	-0.68	0.63	0.19	
MOL010937	ardisicrenoside G	https://tcmsp-e.com/molecule.php?qn=10937	1,091.39	-1.36	14	23	1.95	-4.50	-5.65	0.04	0.25	
MOL010938	ardisicrenoside G_qt	https://tcmsp-e.com/molecule.php?qn=10938	488.78	4.23	4	5	8.77	-0.22	-0.81	0.72	0.23	
MOL010939	2-methyl-5-[(Z)-tridec-8-enyl]resorcinol	https://tcmsp-e.com/molecule.php?qn=10939	304.52	7.30	2	2	3.42	1.38	1.08	0.20	0.24	
MOL010940	Ardisinol I	https://tcmsp-e.com/molecule.php?qn=10940	304.52	7.30	2	2	3.42	1.39	1.03	0.20	0.24	
MOL010941	Ardisinol II	https://tcmsp-e.com/molecule.php?qn=10941	290.49	6.81	2	2	3.44	1.39	1.05	0.18	0.26	
MOL010942	ardisinol	https://tcmsp-e.com/molecule.php?qn=10942	304.52	7.09	2	2	3.51	1.37	1.00	0.15	0.24	
MOL010943	1-(4-Hydroxy-3-methoxyphenyl)-3,5-diacetoxytane	https://tcmsp-e.com/molecule.php?qn=10943	352.47	3.39	1	6	7.19	0.63	-0.01	0.24	0.23	
MOL010944	phenylmethanediol	https://tcmsp-e.com/molecule.php?qn=10944	124.15	0.89	2	2	81.16	0.31	0.21	0.02	0.40	11.76
MOL010945	(2-hydroxyphenyl)methyl benzoate	https://tcmsp-e.com/molecule.php?qn=10945	228.26	3.00	1	3	79.03	1.00	0.54	0.10	0.45	5.52
MOL010946	PHENYLACETONE	https://tcmsp-e.com/molecule.php?qn=10946	134.19	1.46	0	1	39.66	1.32	1.59	0.02	0.42	-2.05
MOL010947	(Z)-calamenene	https://tcmsp-e.com/molecule.php?qn=10947	202.37	5.04	0	0	17.75	1.87	2.04	0.08	0.28	
MOL010948	caryophyllenyl alcohol	https://tcmsp-e.com/molecule.php?qn=10948	222.41	4.12	1	1	45.86	1.64	1.91	0.10	0.20	7.04
MOL010949	Cyclamin	https://tcmsp-e.com/molecule.php?qn=10949	1,223.52	-3.43	15	27	6.70	-4.42	-5.41	0.02	0.23	
MOL010950	cyclamin_qt	https://tcmsp-e.com/molecule.php?qn=10950	472.78	4.28	2	4	15.93	0.27	-0.45	0.63	0.22	
MOL010951	Methylsyringol	https://tcmsp-e.com/molecule.php?qn=10951	168.21	1.78	0	3	36.36	1.28	1.29	0.04	0.19	11.70
MOL010952	triterpenoid glycoside 1	https://tcmsp-e.com/molecule.php?qn=10952	1,075.39	-1.31	12	22	5.60	-3.52	-4.65	0.02	0.22	
MOL010953	triterpenoid glycoside 1_qt	https://tcmsp-e.com/molecule.php?qn=10953	472.78	4.28	2	4	34.11	0.26	-0.42	0.63	0.25	6.24
MOL010954	Tropyliden	https://tcmsp-e.com/molecule.php?qn=10954	92.15	1.86	0	0	45.57	1.81	2.11	0.01	0.38	11.83
MOL010955	decahydro-2,2,4,8-tetramethyl-4,8-methano-azulen-9-ol	https://tcmsp-e.com/molecule.php?qn=10955	222.41	3.36	1	1	129.76	1.43	1.66	0.12	0.20	4.80
MOL010956	(3R,5S)-3,5-dimethyltetrahydrofuran-2-one	https://tcmsp-e.com/molecule.php?qn=10956	114.16	1.12	0	2	83.95	1.15	1.54	0.02	0.31	11.13
MOL010957	(Z)-Ethyl cinnamate	https://tcmsp-e.com/molecule.php?qn=10957	176.23	2.50	0	2	37.28	1.27	1.52	0.04	0.38	7.63
MOL010958	(-)-Gallocatechol gallate	https://tcmsp-e.com/molecule.php?qn=10958	458.40	2.89	8	11	3.01	-0.62	-1.52	0.77	0.37	
MOL010959	ilexol	https://tcmsp-e.com/molecule.php?qn=10959	426.80	7.35	1	1	9.38	1.39	1.09	0.76	0.22	
MOL010960	1H-benzocycloheptene,2,4a,5,6,7,8,9,9a-octahydro-3,3,5-trimethyl-9-methylene-,(4aS-cis)-	https://tcmsp-e.com/molecule.php?qn=10960	205.40	4.78	0	0	36.59	1.83	2.04	0.08	0.16	5.01
MOL010961	Kaempferol 3-O-rhamnoside	https://tcmsp-e.com/molecule.php?qn=10961	432.41	0.57	6	10	5.31	-0.73	-1.36	0.70	0.35	
MOL010962	kaempferol rhamnose	https://tcmsp-e.com/molecule.php?qn=10962	432.41	0.57	6	10	17.73	-1.01	-1.71	0.70	0.32	
MOL010963	5-hydroxy-2-(4-hydroxyphenyl)-3,7-bis[[(2R,3S,4R,5R,6S)-3,4,5-trihydroxy-6-methyl-tetrahydropyran-2-yl]oxy]chromone	https://tcmsp-e.com/molecule.php?qn=10963	578.57	-0.45	8	14	8.16	-1.80	-3.15	0.79	0.32	
MOL010964	MAESANIN	https://tcmsp-e.com/molecule.php?qn=10964	362.56	5.74	1	4	42.77	0.80	0.38	0.35	0.21	3.99
MOL010965	Norbergenin	https://tcmsp-e.com/molecule.php?qn=10965	314.27	-1.15	6	9	13.40	-1.19	-1.86	0.31	0.33	
MOL010966	Phthalic acid, isobutyl octyl ester	https://tcmsp-e.com/molecule.php?qn=10966	334.50	5.89	0	4	22.08	0.84	0.55	0.24	0.30	
MOL010968	primulanin	https://tcmsp-e.com/molecule.php?qn=10968	899.20	0.06	9	17	8.13	-2.27	-3.28	0.03	0.21	
MOL010969	Propyl isothiocyanate	https://tcmsp-e.com/molecule.php?qn=10969	101.19	1.89	0	1	66.23	1.53	1.85	0.00	0.52	11.70
MOL010970	(2S)-2-methylthiirane	https://tcmsp-e.com/molecule.php?qn=10970	74.16	0.99	0	0	15.04	1.60	1.98	0.00	0.35	
MOL010972	Quercitrin-2'-gallate	https://tcmsp-e.com/molecule.php?qn=10972	600.52	1.54	9	15	3.01	-1.69	-2.38	0.68	0.39	
MOL010973	Rapanone	https://tcmsp-e.com/molecule.php?qn=10973	322.49	5.20	2	4	34.15	0.60	0.30	0.24	0.22	3.67
MOL010974	tri-O-methylnorbergenin	https://tcmsp-e.com/molecule.php?qn=10974	356.36	-0.40	3	9	33.17	-0.63	-1.27	0.41	0.19	0.95
MOL010975	triterpene glycoside 4	https://tcmsp-e.com/molecule.php?qn=10975	1,207.52	-2.54	14	26	6.81	-4.92	-5.86	0.02	0.23	
MOL010976	triterpene glycoside 4_qt	https://tcmsp-e.com/molecule.php?qn=10976	472.78	4.28	2	4	41.40	0.23	-0.58	0.63	0.24	6.74
MOL010977	triterpenoid glycoside 2	https://tcmsp-e.com/molecule.php?qn=10977	1,105.47	-0.83	12	22	5.73	-4.12	-5.10	0.02	0.24	
MOL010978	triterpenoid glycoside 2_qt	https://tcmsp-e.com/molecule.php?qn=10978	502.86	4.76	2	4	19.35	0.51	-0.22	0.56	0.22	
MOL010979	2,4-Dimethylpentan-2-ol	https://tcmsp-e.com/molecule.php?qn=10979	116.23	1.81	1	1	64.00	1.29	1.66	0.01	0.26	11.01
MOL010980	triterpenoid glycoside 3	https://tcmsp-e.com/molecule.php?qn=10980	1,091.39	-1.36	13	23	5.55	-3.91	-5.07	0.02	0.24	
MOL010981	triterpenoid glycoside 3_qt	https://tcmsp-e.com/molecule.php?qn=10981	488.78	4.23	3	5	44.04	-0.17	-0.89	0.60	0.24	6.05
MOL010982	2,5-dihydroxy-3-[(10Z)-pentadec-10-en-1-yl][1,4]benzoquinone	https://tcmsp-e.com/molecule.php?qn=10982	460.77	9.32	2	4	34.74	0.74	-0.04	0.60	0.20	3.21
MOL010983	2,5-Dihydroxy-3-[(10Z)-pentadec-10-en-1-yl]cyclohexa-2,5-diene-1,4-dione	https://tcmsp-e.com/molecule.php?qn=10983	348.53	5.67	2	4	37.30	0.61	0.04	0.32	0.23	3.83
MOL010984	2H-benz[e]indol-2-one,1,3,3a,4,5,9b-hexahydro-	https://tcmsp-e.com/molecule.php?qn=10984	187.26	1.54	1	2	44.56	1.14	1.14	0.09	0.33	8.03
MOL010985	2-hydroxy-5-methoxy-3-pentadecaenylbenzoquinone	https://tcmsp-e.com/molecule.php?qn=10985	362.56	5.00	1	4	41.61	0.16	-0.48	0.32	0.25	2.96
MOL010986	(7E)-9-hydroxymegastigma-4, 7-dien-3-on-9-O-beta-D-glucopyranoside	https://tcmsp-e.com/molecule.php?qn=10986	370.49	0.32	4	7	12.12	-1.02	-1.52	0.34	0.30	
MOL010987	(7E)-9-hydroxymegastigma-4, 7-dien-3-on-9-O-beta-D-glucopyranoside_qt	https://tcmsp-e.com/molecule.php?qn=10987	208.33	2.06	1	2	19.15	0.50	0.14	0.07	0.32	
MOL010988	2-methyl-5-(1-methylethylidene)-cyclo-hexanone	https://tcmsp-e.com/molecule.php?qn=10988	152.26	2.54	0	1	48.34	1.38	1.69	0.03	0.28	11.17
MOL010989	2-Methylcardol monoene	https://tcmsp-e.com/molecule.php?qn=10989	332.58	8.21	2	2	3.34	1.39	1.03	0.27	0.23	
MOL010990	Isomatsutakeol	https://tcmsp-e.com/molecule.php?qn=10990	128.24	2.49	1	1	42.12	1.14	1.13	0.01	0.23	5.39
MOL010991	(2S)-pentan-2-ol	https://tcmsp-e.com/molecule.php?qn=10991	88.17	1.35	1	1	46.98	1.07	1.28	0.00	0.25	11.17
MOL010992	3,4,5-Trimethoxybenzaldehyde	https://tcmsp-e.com/molecule.php?qn=10992	196.22	1.54	0	4	31.11	1.08	0.74	0.06	0.17	8.69
MOL010993	(E)-3,4-dimethylhex-3-en-2-one	https://tcmsp-e.com/molecule.php?qn=10993	126.22	2.21	0	1	41.66	1.31	1.68	0.01	0.33	11.47
MOL010994	3beta-O-(alpha-L-rhamnopyranosyl-(1-2)-beta-D-glucopyranosyl-(1-4)-alpha-L-arabinopynanosyl)cyclamiretin A	https://tcmsp-e.com/molecule.php?qn=10994	925.24	0.69	9	17	7.39	-2.37	-3.20	0.03	0.23	
MOL010995	3beta-O-(alpha-L-rhamnopyranosyl-(1-2)-beta-D-glucopyranosyl-(1-4)-alpha-L-arabinopynanosyl)cyclamiretin A_qt	https://tcmsp-e.com/molecule.php?qn=10995	484.79	4.53	2	4	15.56	0.29	-0.44	0.60	0.26	
MOL010996	3-hexen-2-one(E)	https://tcmsp-e.com/molecule.php?qn=10996	98.16	1.31	0	1	49.72	1.29	1.59	0.01	0.35	11.36
MOL010997	3-Hexynol	https://tcmsp-e.com/molecule.php?qn=10997	98.16	1.56	1	1	55.21	1.11	1.01	0.01	0.23	11.38
MOL010998	3-methoxy-1-ethenyl-cyclopentene	https://tcmsp-e.com/molecule.php?qn=10998	124.20	1.66	0	1	64.76	1.51	1.74	0.02	0.28	11.11
MOL010999	2-isopropyl-3-methyl-1-cyclohex-2-enone	https://tcmsp-e.com/molecule.php?qn=10999	152.26	2.75	0	1	63.87	1.45	1.67	0.03	0.24	11.68
MOL011000	(E,Z)-alpha-farnesene	https://tcmsp-e.com/molecule.php?qn=11000	204.39	5.46	0	0	7.66	1.94	1.90	0.05	0.36	
MOL011001	Mesityloxid	https://tcmsp-e.com/molecule.php?qn=11001	98.16	1.30	0	1	50.93	1.35	1.65	0.01	0.35	11.66
MOL011002	5-ethoxy-2-hydroxy-3-[(10Z)-pentadec-10-en-1-yl][1,4]benzoquinone	https://tcmsp-e.com/molecule.php?qn=11002	376.59	6.08	1	4	42.77	0.81	0.15	0.38	0.20	2.53
MOL011003	5-ethoxy-2-hydroxy-3-[(8Z)-tridec-8-en-1-yl][1,4]benzoquinone	https://tcmsp-e.com/molecule.php?qn=11003	348.53	5.17	1	4	43.23	0.76	0.15	0.30	0.20	2.68
MOL011004	(E)-5-methyloct-5-en-1-ol	https://tcmsp-e.com/molecule.php?qn=11004	142.27	2.80	1	1	33.24	1.19	1.11	0.02	0.22	6.73
MOL011005	6-O-Methyl catalpol	https://tcmsp-e.com/molecule.php?qn=11005	376.40	-3.36	5	10	8.88	-1.60	-2.10	0.48	0.19	
MOL011006	6-O-Methyl catalpol_qt	https://tcmsp-e.com/molecule.php?qn=11006	214.24	-1.61	2	5	12.61	-0.09	-0.26	0.11	0.20	
MOL011007	1-(1-ethoxyethoxy)hexane	https://tcmsp-e.com/molecule.php?qn=11007	174.32	2.67	0	2	46.43	1.26	1.29	0.03	0.19	4.60
MOL011008	8-oxabicyclo[5.1.0]octane	https://tcmsp-e.com/molecule.php?qn=11008	112.19	1.76	0	1	45.77	1.47	1.88	0.02	0.20	11.01
MOL011009	alloaromadendrene	https://tcmsp-e.com/molecule.php?qn=11009	204.39	4.22	0	0	50.62	1.81	2.12	0.10	0.24	12.11
MOL011010	ardimerin digallate	https://tcmsp-e.com/molecule.php?qn=11010	960.81	-.00	14	26	3.01	-4.16	-5.46	0.10	0.34	
MOL011011	ardimerin	https://tcmsp-e.com/molecule.php?qn=11011	656.60	-2.49	10	18	6.14	-3.47	-4.51	0.55	0.31	
MOL011012	1-(1-ethoxyethoxy)pentane	https://tcmsp-e.com/molecule.php?qn=11012	160.29	2.21	0	2	25.55	1.25	1.29	0.02	0.19	
MOL011013	ardisiamamilloside C	https://tcmsp-e.com/molecule.php?qn=11013	1,077.41	-1.57	14	22	1.91	-4.26	-5.63	0.04	0.23	
MOL011014	ardisiamamilloside C_qt	https://tcmsp-e.com/molecule.php?qn=11014	474.80	4.02	4	4	14.25	-0.19	-1.02	0.74	0.21	
MOL011015	ardisiamamilloside F	https://tcmsp-e.com/molecule.php?qn=11015	1,091.39	-1.36	13	23	5.52	-3.62	-4.59	0.02	0.24	
MOL011016	ardisiamamilloside F_qt	https://tcmsp-e.com/molecule.php?qn=11016	488.78	4.23	3	5	17.72	-0.06	-0.85	0.60	0.24	
MOL011017	ardisiamamilloside H	https://tcmsp-e.com/molecule.php?qn=11017	911.21	0.40	8	17	13.78	-2.61	-3.09	0.03	0.24	
MOL011018	ardisiamamilloside H_qt	https://tcmsp-e.com/molecule.php?qn=11018	470.76	4.24	1	4	17.61	0.27	-0.41	0.63	0.25	
MOL011019	ardisianone A	https://tcmsp-e.com/molecule.php?qn=11019	346.56	5.70	0	3	44.22	0.88	0.45	0.25	0.28	4.86
MOL011020	ardisianone B	https://tcmsp-e.com/molecule.php?qn=11020	334.50	4.42	1	4	60.90	0.45	0.05	0.20	0.27	4.29
MOL011021	ardisianoside A	https://tcmsp-e.com/molecule.php?qn=11021	1,545.86	-5.84	21	36	7.57	-6.94	-8.14	0.01	0.22	
MOL011022	ardisianoside C_qt	https://tcmsp-e.com/molecule.php?qn=11022	458.80	5.11	2	3	20.35	0.66	-0.02	0.66	0.21	
MOL011023	ardisianoside B	https://tcmsp-e.com/molecule.php?qn=11023	1,371.70	-4.35	18	31	7.44	-4.13	-5.21	0.01	0.21	
MOL011024	ardisianoside C	https://tcmsp-e.com/molecule.php?qn=11024	899.25	1.27	9	16	17.74	-2.24	-3.13	0.03	0.22	
MOL011025	ardisianoside D	https://tcmsp-e.com/molecule.php?qn=11025	897.23	1.14	9	16	7.41	-2.24	-2.98	0.03	0.24	
MOL011026	ardisianoside D_qt	https://tcmsp-e.com/molecule.php?qn=11026	470.81	5.36	2	3	16.57	0.77	0.11	0.63	0.24	
MOL011027	ardisianoside E	https://tcmsp-e.com/molecule.php?qn=11027	931.25	-0.71	11	18	6.54	-2.93	-4.19	0.05	0.22	
MOL011028	1(2H)-naphthalenone,3,4,4a,5,8,8a-hexahydro-8a-methyl-,trans-	https://tcmsp-e.com/molecule.php?qn=11028	164.27	2.40	0	1	29.21	1.33	1.69	0.06	0.26	
MOL011029	ardisianoside F	https://tcmsp-e.com/molecule.php?qn=11029	1,225.54	-3.69	16	27	6.77	-4.27	-5.46	0.02	0.21	
MOL011030	ardisianoside G	https://tcmsp-e.com/molecule.php?qn=11030	1,063.38	-1.96	13	22	5.62	-3.84	-4.88	0.03	0.23	
MOL011031	ardisianoside G_qt	https://tcmsp-e.com/molecule.php?qn=11031	460.77	3.62	3	4	16.97	0.11	-0.62	0.66	0.21	
MOL011032	ardisianoside H	https://tcmsp-e.com/molecule.php?qn=11032	1,547.83	-6.04	21	37	7.56	-5.61	-6.57	0.01	0.23	
MOL011033	ardisianoside H_qt	https://tcmsp-e.com/molecule.php?qn=11033	472.78	5.17	2	4	17.27	0.27	-0.42	0.63	0.26	
MOL011034	ardisianoside I	https://tcmsp-e.com/molecule.php?qn=11034	1,091.39	-1.51	13	23	5.65	-3.77	-4.81	0.02	0.22	
MOL011035	ardisianoside I_qt	https://tcmsp-e.com/molecule.php?qn=11035	488.78	4.08	3	5	17.73	-0.23	-1.00	0.60	0.24	
MOL011036	ardisianoside J	https://tcmsp-e.com/molecule.php?qn=11036	1,089.37	-1.26	12	23	5.78	-3.82	-4.87	0.02	0.23	
MOL011037	ardisianoside J_qt	https://tcmsp-e.com/molecule.php?qn=11037	486.76	4.33	2	5	21.24	-0.07	-0.69	0.60	0.28	
MOL011038	(+)-Catechin-5-O-glucoside	https://tcmsp-e.com/molecule.php?qn=11038	452.45	0.02	8	11	2.90	-1.74	-2.56	0.79	0.30	
MOL011039	Vaccenic acid	https://tcmsp-e.com/molecule.php?qn=11039	282.52	6.84	1	2	33.13	1.17	0.95	0.14	0.23	5.44
MOL011040	14-Octacosanol	https://tcmsp-e.com/molecule.php?qn=11040	410.86	11.91	1	1	11.48	1.40	0.66	0.40	0.15	
MOL011041	16-Propoxystrychnine	https://tcmsp-e.com/molecule.php?qn=11041	392.54	1.78	0	5	28.05	0.76	0.50	0.43	0.24	
MOL011042	18alpha-Hydroglycyrrhetic acid	https://tcmsp-e.com/molecule.php?qn=11042	488.73	3.13	4	6	38.93	-0.43	-0.91	0.71	0.27	1.97
MOL011043	20(R)-Ginsenoside-Rh2	https://tcmsp-e.com/molecule.php?qn=11043	622.98	4.04	6	8	6.54	-0.78	-1.11	0.56	0.27	
MOL011044	20(R)-Ginsenoside-Rh2_qt	https://tcmsp-e.com/molecule.php?qn=11044	460.82	5.79	3	3	29.69	0.47	-0.03	0.77	0.23	
MOL011045	4-Methoxypyridoxine	https://tcmsp-e.com/molecule.php?qn=11045	183.23	-0.11	2	4	47.04	0.22	-0.16	0.05	0.18	7.87
MOL011046	4-Nitrophenyl α-D-mannopyranoside	https://tcmsp-e.com/molecule.php?qn=11046	301.28	-0.45	4	8	7.56	-0.88	-1.27	0.20	0.07	
MOL011047	4-Nitrophenyl α-D-mannopyranoside_qt	https://tcmsp-e.com/molecule.php?qn=11047	139.12	1.46	1	3	40.51	0.87	0.73	0.03	0.13	11.94
MOL011048	6-Tridecylresorcylic acid	https://tcmsp-e.com/molecule.php?qn=11048	336.52	6.86	3	4	3.44	0.83	0.37	0.27	0.25	
MOL011049	7-Epicephalomannine	https://tcmsp-e.com/molecule.php?qn=11049	831.99	3.01	4	15	7.50	-1.42	-1.88	0.29	0.37	
MOL011050	anacardic acid	https://tcmsp-e.com/molecule.php?qn=11050	348.58	8.04	2	3	15.94	1.03	0.72	0.31	0.24	
MOL011051	Ginkgoic acid	https://tcmsp-e.com/molecule.php?qn=11051	346.56	7.60	2	3	20.18	1.01	0.61	0.32	0.28	
MOL011052	Anacardic acid C	https://tcmsp-e.com/molecule.php?qn=11052	344.54	7.15	2	3	24.08	1.13	0.61	0.32	0.28	
MOL011053	Anacaridic acid D	https://tcmsp-e.com/molecule.php?qn=11053	342.52	6.76	2	3	26.78	1.14	0.59	0.33	0.32	
MOL011054	Bilobol	https://tcmsp-e.com/molecule.php?qn=11054	318.55	7.72	2	2	3.35	1.37	1.01	0.24	0.25	
MOL011055	Cardiospermin	https://tcmsp-e.com/molecule.php?qn=11055	275.29	-2.16	5	8	10.46	-1.43	-1.77	0.12	0.36	
MOL011056	Cardiospermin_qt	https://tcmsp-e.com/molecule.php?qn=11056	113.13	-0.41	2	3	61.84	-0.38	-0.99	0.01	0.39	11.87
MOL011057	Ceryl cerotate	https://tcmsp-e.com/molecule.php?qn=11057	761.56	22.55	0	2	10.86	1.58	0.10	0.13	0.14	
MOL011058	Ginkgolid A	https://tcmsp-e.com/molecule.php?qn=11058	408.44	0.09	2	9	15.58	-0.90	-1.36	0.74	0.37	
MOL011059	Ginkgolid B	https://tcmsp-e.com/molecule.php?qn=11059	424.44	-0.75	3	10	42.84	-1.26	-1.93	0.73	0.37	3.85
MOL011060	ginkgolide a	https://tcmsp-e.com/molecule.php?qn=11060	408.44	0.09	2	9	13.82	-0.40	-0.50	0.74	0.37	
MOL011061	Ginkgolide B	https://tcmsp-e.com/molecule.php?qn=11061	424.44	-0.75	3	10	46.14	-0.65	-0.73	0.73	0.40	6.69
MOL011062	6-Tridecylsalicylic acid	https://tcmsp-e.com/molecule.php?qn=11062	320.52	7.13	2	3	16.99	1.01	0.61	0.23	0.25	
MOL011063	heneicosadienoic acid	https://tcmsp-e.com/molecule.php?qn=11063	322.59	8.18	1	2	35.61	1.22	0.98	0.23	0.22	5.42
MOL011064	16-heptadecynoic acid	https://tcmsp-e.com/molecule.php?qn=11064	266.47	7.01	1	2	31.33	1.19	1.01	0.12	0.28	6.11
MOL011065	(7Z,10Z)-hexadeca-7,10-dienoic acid	https://tcmsp-e.com/molecule.php?qn=11065	252.44	5.48	1	2	22.39	1.19	1.16	0.10	0.25	
MOL011066	Isorhamnetin-3-arabinoglucoside	https://tcmsp-e.com/molecule.php?qn=11066	610.57	-1.57	9	16	7.26	-2.32	-2.97	0.70	0.29	
MOL011067	LACTONE	https://tcmsp-e.com/molecule.php?qn=11067	228.26	3.28	0	3	20.71	1.13	0.89	0.15	0.24	
MOL011069	Methoxybrassinin	https://tcmsp-e.com/molecule.php?qn=11069	266.42	3.59	1	2	4.13	1.27	0.88	0.10	0.37	
MOL011070	5,10-Pentadecadienoic acid, (Z,Z)-	https://tcmsp-e.com/molecule.php?qn=11070	238.41	5.02	1	2	43.06	1.10	1.01	0.08	0.26	6.86
MOL011071	pinol	https://tcmsp-e.com/molecule.php?qn=11071	138.23	1.63	0	1	39.40	1.55	2.02	0.04	0.24	11.10
MOL011072	Quinicine	https://tcmsp-e.com/molecule.php?qn=11072	324.46	2.92	1	4	75.44	0.75	-.00	0.33	0.23	16.47
MOL011073	Scillaren A	https://tcmsp-e.com/molecule.php?qn=11073	692.88	0.59	7	13	56.12	-1.77	-2.60	0.21	0.26	14.59
MOL011074	Scillaren A_qt	https://tcmsp-e.com/molecule.php?qn=11074	384.56	3.20	2	4	57.67	0.01	-0.92	0.78	0.28	5.62
MOL011075	Shikodonin	https://tcmsp-e.com/molecule.php?qn=11075	362.46	0.80	2	6	78.16	-0.31	-0.34	0.56	0.32	9.28
MOL011076	(+)-Medicarpin	https://tcmsp-e.com/molecule.php?qn=11076	270.30	2.66	1	4	60.46	0.97	0.61	0.34	0.31	8.51
MOL011077	methyl (Z)-3-(3,4,5-trimethoxyphenyl)prop-2-enoate	https://tcmsp-e.com/molecule.php?qn=11077	252.29	2.10	0	5	32.29	1.01	0.92	0.10	0.17	3.95
MOL011078	3',7-dihydroxy-4'-methoxy-isoflavone	https://tcmsp-e.com/molecule.php?qn=11078	286.30	2.43	2	5	50.70	0.48	-0.09	0.24	0.33	17.00
MOL011079	2-[4-(methoxymethyl)phenyl]acetic acid	https://tcmsp-e.com/molecule.php?qn=11079	180.22	1.27	1	3	82.66	0.50	0.46	0.05	0.32	-3.14
MOL011080	glycerol monopalmitate	https://tcmsp-e.com/molecule.php?qn=11080	597.09	13.46	1	5	20.43	0.62	-0.69	0.43	0.16	
MOL011081	Linolenic acid methyl ester	https://tcmsp-e.com/molecule.php?qn=11081	292.51	6.20	0	2	46.15	1.51	1.18	0.17	0.23	5.90
MOL011082	lignoceryl ferulate	https://tcmsp-e.com/molecule.php?qn=11082	530.92	12.32	1	4	14.37	1.14	0.42	0.53	0.17	
MOL011083	2-methoxy-3-phenyl-chromone	https://tcmsp-e.com/molecule.php?qn=11083	252.28	3.35	0	3	26.27	1.25	0.91	0.17	0.39	
MOL011085	trioleic glyceride	https://tcmsp-e.com/molecule.php?qn=11085	288.48	4.20	2	4	25.76	-0.01	-0.59	0.14	0.20	
MOL011086	1-Heptadecyne	https://tcmsp-e.com/molecule.php?qn=11086	236.49	8.31	0	0	4.33	1.96	2.24	0.08	0.23	
MOL011087	2,3-Butanediol, meso-	https://tcmsp-e.com/molecule.php?qn=11087	90.14	-0.14	2	2	38.61	0.06	-1.12	0.01	0.28	11.24
MOL011088	2-Nitrobenzoic acid	https://tcmsp-e.com/molecule.php?qn=11088	167.13	1.33	1	4	49.10	0.49	0.47	0.04	0.11	12.00
MOL011089	Homoveratrole	https://tcmsp-e.com/molecule.php?qn=11089	152.21	2.28	0	2	60.84	1.53	1.72	0.03	0.23	11.52
MOL011090	3-Methoxy-4-propoxybenzaldehyde	https://tcmsp-e.com/molecule.php?qn=11090	194.25	2.43	0	3	45.42	1.04	1.01	0.05	0.27	4.69
MOL011091	[(1S,3S,5S,7S)-7-hydroxy-8-methyl-8-azabicyclo[3.2.1]octan-3-yl] (2S)-3-hydroxy-2-phenylpropanoate	https://tcmsp-e.com/molecule.php?qn=11091	305.41	0.63	2	5	60.94	-0.11	-0.45	0.23	0.31	3.15
MOL011092	apohyoscine	https://tcmsp-e.com/molecule.php?qn=11092	285.37	1.93	0	4	46.47	0.77	0.77	0.25	0.33	2.84
MOL011093	apohyoscine	https://tcmsp-e.com/molecule.php?qn=11093	285.37	1.93	0	4	59.68	0.84	0.68	0.25	0.33	2.71
MOL011094	6-methoxy-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2S,3R,4S,5R)-3,4,5-trihydroxytetrahydropyran-2-yl]oxymethyl]tetrahydropyran-2-yl]oxy-coumarin	https://tcmsp-e.com/molecule.php?qn=11094	486.47	-1.52	6	13	12.71	-1.51	-2.32	0.83	0.24	
MOL011096	scopoline	https://tcmsp-e.com/molecule.php?qn=11096	155.22	-0.63	1	3	50.03	0.50	0.58	0.06	0.22	10.85
MOL011097	3,5,4'-trihydroxy-6,7-methylenedioxyflavone-3-O-β-D-glucopyranoside	https://tcmsp-e.com/molecule.php?qn=11097	476.42	-0.28	6	12	3.27	-1.20	-1.97	0.89	0.30	
MOL011098	9alpha,13alpha-dihydroxylisopropylidenylisatisine,a	https://tcmsp-e.com/molecule.php?qn=11098	446.49	1.23	2	7	16.30	-0.05	-0.51	0.75	0.33	
MOL011099	Adenosine	https://tcmsp-e.com/molecule.php?qn=11099	267.28	-2.02	5	8	18.32	-1.31	-1.61	0.18	0.22	
MOL011100	bisindigotin	https://tcmsp-e.com/molecule.php?qn=11100	490.54	5.94	2	5	41.66	0.90	-0.26	0.39	0.43	75.37
MOL011101	Glucobrassicin	https://tcmsp-e.com/molecule.php?qn=11101	448.52	-0.28	6	10	66.02	-1.59	-2.16	0.48	0.35	2.94
